,DateUpdated,AgeGroups,Total cases,Confirmed cases,Total case rate,Total deaths,Confirmed deaths,Probable deaths,Year,value
851,2021-09-29,40-49,53988,49083.0,12475.0,165,131.0,34.0,2021,41.1
852,2021-09-30,40-49,54010,49101.0,12480.0,165,131.0,34.0,2021,41.1
853,2021-10-01,40-49,54112,49201.0,12503.0,168,134.0,34.0,2021,41.1
854,2021-10-04,40-49,54242,49329.0,12533.0,168,134.0,34.0,2021,41.1
855,2021-10-05,40-49,54304,49383.0,12548.0,168,134.0,34.0,2021,41.1
856,2021-10-06,40-49,54350,49427.0,12558.0,168,134.0,34.0,2021,41.1
857,2021-08-17,40-49,50686,46315.0,11712.0,151,122.0,29.0,2021,41.1
858,2021-08-18,40-49,50769,46390.0,11731.0,152,123.0,29.0,2021,41.1
859,2021-08-19,40-49,50847,46456.0,11749.0,155,124.0,31.0,2021,41.1
860,2021-08-20,40-49,50900,46497.0,11761.0,156,125.0,31.0,2021,41.1
861,2021-08-23,40-49,51110,46686.0,11810.0,156,125.0,31.0,2021,41.1
862,2021-08-24,40-49,51245,46815.0,11841.0,156,125.0,31.0,2021,41.1
863,2021-08-25,40-49,51333,46867.0,11861.0,156,125.0,31.0,2021,41.1
864,2021-08-26,40-49,51446,46971.0,11887.0,156,125.0,31.0,2021,41.1
865,2021-10-07,40-49,54425,49498.0,12576.0,168,134.0,34.0,2021,41.1
866,2021-08-27,40-49,51545,47052.0,11910.0,156,125.0,31.0,2021,41.1
867,2021-10-08,40-49,54481,49554.0,12589.0,168,134.0,34.0,2021,41.1
868,2021-10-12,40-49,54690,49751.0,12637.0,168,134.0,34.0,2021,41.1
869,2021-10-13,40-49,54726,49786.0,12645.0,171,137.0,34.0,2021,41.1
870,2021-10-14,40-49,54834,49879.0,12670.0,171,137.0,34.0,2021,41.1
871,2021-10-15,40-49,54890,49932.0,12683.0,172,138.0,34.0,2021,41.1
872,2021-10-18,40-49,55076,50113.0,12726.0,172,138.0,34.0,2021,41.1
873,2021-10-19,40-49,55148,50171.0,12743.0,172,139.0,33.0,2021,41.1
874,2021-12-27,40-49,67710,60987.0,15645.0,189,152.0,37.0,2021,41.1
875,2021-12-28,40-49,68512,61654.0,15831.0,193,156.0,37.0,2021,41.1
876,2021-12-29,40-49,69572,62605.0,16076.0,194,157.0,37.0,2021,41.1
877,2021-12-30,40-49,70765,63619.0,16351.0,194,157.0,37.0,2021,41.1
878,2021-10-20,40-49,55195,50216.0,12754.0,172,139.0,33.0,2021,41.1
879,2021-10-21,40-49,55237,50257.0,12763.0,172,139.0,33.0,2021,41.1
880,2021-10-22,40-49,55304,50316.0,12779.0,172,139.0,33.0,2021,41.1
881,2021-10-25,40-49,55428,50438.0,12807.0,172,139.0,33.0,2021,41.1
882,2021-10-26,40-49,55471,50479.0,12817.0,173,140.0,33.0,2021,41.1
883,2021-10-27,40-49,55532,50537.0,12831.0,173,140.0,33.0,2021,41.1
884,2021-10-28,40-49,55596,50601.0,12846.0,173,140.0,33.0,2021,41.1
885,2021-10-29,40-49,55667,50667.0,12863.0,174,140.0,34.0,2021,41.1
886,2021-11-01,40-49,55780,50773.0,12889.0,174,140.0,34.0,2021,41.1
887,2021-11-02,40-49,55846,50834.0,12904.0,175,141.0,34.0,2021,41.1
888,2021-11-03,40-49,55885,50870.0,12913.0,175,141.0,34.0,2021,41.1
889,2021-11-04,40-49,55948,50925.0,12928.0,175,141.0,34.0,2021,41.1
890,2021-11-05,40-49,55996,50971.0,12939.0,176,142.0,34.0,2021,41.1
891,2021-11-08,40-49,56127,51087.0,12969.0,176,142.0,34.0,2021,41.1
892,2021-11-09,40-49,56180,51138.0,12981.0,176,142.0,34.0,2021,41.1
893,2021-11-10,40-49,56260,51215.0,13000.0,176,142.0,34.0,2021,41.1
894,2021-11-11,40-49,56331,51272.0,13016.0,176,142.0,34.0,2021,41.1
895,2021-11-12,40-49,56391,51328.0,13030.0,176,142.0,34.0,2021,41.1
896,2021-11-15,40-49,56696,51623.0,13100.0,176,142.0,34.0,2021,41.1
897,2021-11-16,40-49,56796,51715.0,13124.0,176,142.0,34.0,2021,41.1
898,2021-11-17,40-49,56915,51832.0,13151.0,178,143.0,35.0,2021,41.1
899,2021-11-18,40-49,57009,51921.0,13173.0,178,143.0,35.0,2021,41.1
900,2021-11-19,40-49,57129,52031.0,13200.0,178,143.0,35.0,2021,41.1
901,2021-11-22,40-49,57435,52328.0,13271.0,178,143.0,35.0,2021,41.1
902,2021-11-23,40-49,57565,52445.0,13301.0,178,143.0,35.0,2021,41.1
903,2021-11-24,40-49,57690,52561.0,13330.0,178,143.0,35.0,2021,41.1
904,2021-11-26,40-49,57939,52791.0,13388.0,178,143.0,35.0,2021,41.1
905,2021-11-29,40-49,58272,53118.0,13465.0,178,143.0,35.0,2021,41.1
906,2021-11-30,40-49,58389,53229.0,13492.0,179,144.0,35.0,2021,41.1
907,2021-12-01,40-49,58531,53344.0,13524.0,179,144.0,35.0,2021,41.1
908,2021-12-02,40-49,58753,53573.0,13576.0,179,144.0,35.0,2021,41.1
909,2021-12-03,40-49,58864,53679.0,13601.0,179,144.0,35.0,2021,41.1
910,2021-12-06,40-49,59579,54366.0,13767.0,179,144.0,35.0,2021,41.1
911,2021-12-07,40-49,59859,54610.0,13831.0,180,145.0,35.0,2021,41.1
912,2021-01-31,40-49,35611,33542.0,8085.0,102,82.0,20.0,2021,41.1
913,2021-02-01,40-49,35957,33848.0,8164.0,101,81.0,20.0,2021,41.1
914,2021-02-02,40-49,36010,33894.0,8176.0,102,82.0,20.0,2021,41.1
915,2021-02-03,40-49,36144,34027.0,8206.0,102,82.0,20.0,2021,41.1
916,2021-02-04,40-49,36326,34190.0,8248.0,103,84.0,19.0,2021,41.1
917,2021-02-07,40-49,36891,34727.0,8376.0,106,86.0,20.0,2021,41.1
918,2021-02-08,40-49,37013,34841.0,8404.0,107,87.0,20.0,2021,41.1
919,2021-01-27,40-49,34908,32885.0,7926.0,100,80.0,20.0,2021,41.1
920,2021-01-28,40-49,35081,33046.0,7965.0,100,80.0,20.0,2021,41.1
921,2021-03-18,40-49,41558,38631.0,9436.0,123,101.0,22.0,2021,41.1
922,2021-04-14,40-49,46005,42422.0,10630.0,131,108.0,23.0,2021,41.1
923,2021-04-15,40-49,46166,42553.0,10667.0,132,108.0,24.0,2021,41.1
924,2021-04-18,40-49,46470,42820.0,10738.0,133,109.0,24.0,2021,41.1
925,2021-02-09,40-49,37129,34939.0,8430.0,108,88.0,20.0,2021,41.1
926,2021-02-10,40-49,37290,35074.0,8467.0,108,88.0,20.0,2021,41.1
927,2021-02-11,40-49,37401,35180.0,8492.0,107,87.0,20.0,2021,41.1
928,2021-02-14,40-49,37775,35529.0,8577.0,107,87.0,20.0,2021,41.1
929,2021-02-15,40-49,37855,35606.0,8595.0,107,87.0,20.0,2021,41.1
930,2021-02-16,40-49,37923,35652.0,8610.0,109,89.0,20.0,2021,41.1
931,2021-02-17,40-49,38010,35723.0,8630.0,109,89.0,20.0,2021,41.1
932,2021-03-21,40-49,41956,38989.0,9526.0,123,101.0,22.0,2021,41.1
933,2021-03-22,40-49,42096,39110.0,9558.0,124,102.0,22.0,2021,41.1
934,2021-03-23,40-49,42311,39189.0,9777.0,124,102.0,22.0,2021,41.1
935,2021-03-24,40-49,42513,39389.0,9823.0,124,102.0,22.0,2021,41.1
936,2021-03-25,40-49,42751,39590.0,9878.0,124,101.0,23.0,2021,41.1
937,2021-03-28,40-49,43156,39978.0,9972.0,124,101.0,23.0,2021,41.1
938,2021-02-18,40-49,38172,35883.0,8667.0,109,89.0,20.0,2021,41.1
939,2021-02-21,40-49,38496,36192.0,8740.0,111,90.0,21.0,2021,41.1
940,2021-02-22,40-49,38712,36279.0,8789.0,112,91.0,21.0,2021,41.1
941,2021-02-23,40-49,38936,36384.0,8840.0,112,91.0,21.0,2021,41.1
942,2021-02-24,40-49,39079,36506.0,8873.0,112,91.0,21.0,2021,41.1
943,2021-02-25,40-49,39207,36605.0,8902.0,114,93.0,21.0,2021,41.1
944,2021-02-28,40-49,39608,36953.0,8993.0,115,94.0,21.0,2021,41.1
945,2021-03-29,40-49,43418,40205.0,10032.0,124,101.0,23.0,2021,41.1
946,2021-04-07,40-49,44849,41391.0,10363.0,126,103.0,23.0,2021,41.1
947,2021-04-08,40-49,45082,41611.0,10417.0,127,104.0,23.0,2021,41.1
948,2021-04-11,40-49,45542,42031.0,10523.0,127,104.0,23.0,2021,41.1
949,2021-04-12,40-49,45699,42159.0,10559.0,127,104.0,23.0,2021,41.1
950,2021-04-13,40-49,45905,42340.0,10607.0,129,106.0,23.0,2021,41.1
951,2021-03-01,40-49,39683,37013.0,9010.0,115,94.0,21.0,2021,41.1
952,2021-03-02,40-49,39752,37050.0,9026.0,116,95.0,21.0,2021,41.1
953,2021-03-03,40-49,39876,37168.0,9054.0,116,95.0,21.0,2021,41.1
954,2021-03-04,40-49,39973,37245.0,9076.0,117,95.0,22.0,2021,41.1
955,2021-03-07,40-49,40260,37518.0,9141.0,118,96.0,22.0,2021,41.1
956,2021-03-08,40-49,40378,37605.0,9168.0,118,96.0,22.0,2021,41.1
957,2021-01-01,40-49,26643,25263.0,6049.0,86,69.0,17.0,2021,41.1
958,2021-01-03,40-49,27255,25851.0,6188.0,87,70.0,17.0,2021,41.1
959,2021-01-04,40-49,27560,26120.0,6257.0,87,70.0,17.0,2021,41.1
960,2021-03-09,40-49,40467,37662.0,9188.0,119,97.0,22.0,2021,41.1
961,2021-03-30,40-49,43546,40301.0,10062.0,124,101.0,23.0,2021,41.1
962,2021-03-31,40-49,43780,40439.0,10116.0,124,101.0,23.0,2021,41.1
963,2021-04-01,40-49,43995,40650.0,10166.0,124,101.0,23.0,2021,41.1
964,2021-04-04,40-49,44389,41024.0,10257.0,125,102.0,23.0,2021,41.1
965,2021-04-05,40-49,44565,41154.0,10297.0,126,103.0,23.0,2021,41.1
966,2021-04-06,40-49,44698,41275.0,10328.0,126,103.0,23.0,2021,41.1
967,2021-01-05,40-49,27909,26446.0,6337.0,88,71.0,17.0,2021,41.1
968,2021-01-06,40-49,28355,26865.0,6438.0,89,72.0,17.0,2021,41.1
969,2021-01-07,40-49,28826,27339.0,6545.0,89,72.0,17.0,2021,41.1
970,2021-01-10,40-49,29857,28337.0,6779.0,89,72.0,17.0,2021,41.1
971,2021-01-11,40-49,30379,28812.0,6897.0,91,74.0,17.0,2021,41.1
972,2021-01-12,40-49,30876,29295.0,7010.0,91,74.0,17.0,2021,41.1
973,2021-01-13,40-49,31023,29401.0,7044.0,91,74.0,17.0,2021,41.1
974,2021-01-14,40-49,31324,29673.0,7112.0,91,74.0,17.0,2021,41.1
975,2021-03-10,40-49,40563,37758.0,9210.0,119,97.0,22.0,2021,41.1
976,2021-03-11,40-49,40727,37920.0,9247.0,121,99.0,22.0,2021,41.1
977,2021-03-14,40-49,41058,38221.0,9322.0,123,101.0,22.0,2021,41.1
978,2021-03-15,40-49,41186,38313.0,9351.0,123,101.0,22.0,2021,41.1
979,2021-03-16,40-49,41232,38359.0,9362.0,123,101.0,22.0,2021,41.1
980,2021-03-17,40-49,41400,38505.0,9400.0,123,101.0,22.0,2021,41.1
981,2021-01-17,40-49,32250,30510.0,7322.0,92,74.0,18.0,2021,41.1
982,2021-01-18,40-49,32563,30817.0,7393.0,92,74.0,18.0,2021,41.1
983,2021-01-19,40-49,32880,31021.0,7465.0,92,74.0,18.0,2021,41.1
984,2021-01-20,40-49,33106,31224.0,7517.0,94,76.0,18.0,2021,41.1
985,2021-01-21,40-49,33398,31488.0,7583.0,95,76.0,19.0,2021,41.1
986,2021-01-24,40-49,34199,32232.0,7765.0,97,77.0,20.0,2021,41.1
987,2021-01-25,40-49,34379,32409.0,7806.0,99,78.0,21.0,2021,41.1
988,2021-01-26,40-49,34726,32726.0,7884.0,100,80.0,20.0,2021,41.1
989,2021-04-19,40-49,46569,42909.0,10760.0,133,109.0,24.0,2021,41.1
990,2021-04-20,40-49,46674,42996.0,10785.0,134,110.0,24.0,2021,41.1
991,2021-04-21,40-49,46769,43079.0,10807.0,134,110.0,24.0,2021,41.1
992,2021-04-22,40-49,46920,43206.0,10842.0,135,110.0,25.0,2021,41.1
993,2021-04-25,40-49,47184,43413.0,10903.0,136,110.0,26.0,2021,41.1
994,2021-04-26,40-49,47236,43464.0,10915.0,136,110.0,26.0,2021,41.1
995,2021-04-27,40-49,47319,43511.0,10934.0,137,110.0,27.0,2021,41.1
996,2021-04-28,40-49,47375,43562.0,10947.0,137,110.0,27.0,2021,41.1
997,2021-04-29,40-49,47464,43639.0,10967.0,137,110.0,27.0,2021,41.1
998,2021-05-02,40-49,47657,43811.0,11012.0,138,111.0,27.0,2021,41.1
999,2021-05-03,40-49,47722,43859.0,11027.0,138,111.0,27.0,2021,41.1
1000,2021-05-04,40-49,47790,43910.0,11043.0,138,111.0,27.0,2021,41.1
1001,2021-05-05,40-49,47885,43992.0,11065.0,139,112.0,27.0,2021,41.1
1002,2021-05-06,40-49,47944,44035.0,11078.0,139,112.0,27.0,2021,41.1
1003,2021-05-10,40-49,48061,44139.0,11105.0,141,114.0,27.0,2021,41.1
1004,2021-05-11,40-49,48107,44170.0,11116.0,141,114.0,27.0,2021,41.1
1005,2021-05-12,40-49,48120,44176.0,11119.0,142,115.0,27.0,2021,41.1
1006,2021-05-13,40-49,48170,44222.0,11130.0,143,116.0,27.0,2021,41.1
1007,2021-05-14,40-49,48227,44268.0,11144.0,144,117.0,27.0,2021,41.1
1008,2021-05-17,40-49,48289,44325.0,11158.0,146,117.0,29.0,2021,41.1
1009,2021-05-18,40-49,48300,44340.0,11160.0,147,117.0,30.0,2021,41.1
1010,2021-05-19,40-49,48324,44356.0,11166.0,147,117.0,30.0,2021,41.1
1011,2021-05-20,40-49,48342,44372.0,11170.0,147,117.0,30.0,2021,41.1
1012,2021-05-21,40-49,48361,44389.0,11174.0,148,118.0,30.0,2021,41.1
1013,2021-05-24,40-49,48399,44429.0,11183.0,148,118.0,30.0,2021,41.1
1014,2021-05-25,40-49,48430,44449.0,11190.0,148,118.0,30.0,2021,41.1
1015,2021-05-26,40-49,48434,44453.0,11191.0,149,119.0,30.0,2021,41.1
1016,2021-05-27,50-59,51855,48017.0,9984.0,453,383.0,70.0,2021,41.2
1017,2021-05-28,50-59,51876,48034.0,9988.0,454,384.0,70.0,2021,41.2
1018,2021-06-01,50-59,51887,48040.0,9990.0,457,386.0,71.0,2021,41.2
1019,2021-06-02,50-59,51916,48065.0,9996.0,459,388.0,71.0,2021,41.2
1020,2021-06-03,50-59,51918,48066.0,9996.0,458,387.0,71.0,2021,41.2
1021,2021-06-04,50-59,51934,48075.0,9999.0,458,387.0,71.0,2021,41.2
1022,2021-06-07,50-59,51954,48094.0,10003.0,460,389.0,71.0,2021,41.2
1023,2021-06-08,50-59,51961,48100.0,10004.0,460,389.0,71.0,2021,41.2
1024,2021-08-30,50-59,54671,50336.0,10526.0,478,403.0,75.0,2021,41.2
1025,2021-08-31,50-59,54795,50427.0,10550.0,478,403.0,75.0,2021,41.2
1026,2021-09-01,50-59,54913,50530.0,10573.0,478,403.0,75.0,2021,41.2
1027,2021-09-02,50-59,54984,50595.0,10587.0,485,408.0,77.0,2021,41.2
1028,2021-09-03,50-59,55067,50667.0,10602.0,485,408.0,77.0,2021,41.2
1029,2021-09-07,50-59,55265,50844.0,10641.0,485,408.0,77.0,2021,41.2
1030,2021-06-09,50-59,51979,48108.0,10008.0,460,389.0,71.0,2021,41.2
1031,2021-06-10,50-59,51978,48108.0,10008.0,462,391.0,71.0,2021,41.2
1032,2021-06-11,50-59,51984,48111.0,10009.0,463,391.0,72.0,2021,41.2
1033,2021-06-14,50-59,51997,48120.0,10011.0,463,391.0,72.0,2021,41.2
1034,2021-06-15,50-59,52005,48125.0,10013.0,463,391.0,72.0,2021,41.2
1035,2021-06-16,50-59,52011,48131.0,10014.0,463,391.0,72.0,2021,41.2
1036,2021-06-17,50-59,52013,48132.0,10014.0,463,391.0,72.0,2021,41.2
1037,2021-06-18,50-59,52017,48137.0,10015.0,463,391.0,72.0,2021,41.2
1038,2021-09-08,50-59,55356,50906.0,10658.0,488,411.0,77.0,2021,41.2
1039,2021-12-08,50-59,62383,57323.0,12011.0,528,443.0,85.0,2021,41.2
1040,2021-12-09,50-59,62730,57583.0,12078.0,528,443.0,85.0,2021,41.2
1041,2021-12-10,50-59,63152,57982.0,12159.0,529,444.0,85.0,2021,41.2
1042,2021-12-13,50-59,64200,58375.0,12361.0,530,445.0,85.0,2021,41.2
1043,2021-12-14,50-59,64603,58692.0,12439.0,532,447.0,85.0,2021,41.2
1044,2021-06-21,50-59,52029,48146.0,10018.0,463,391.0,72.0,2021,41.2
1045,2021-06-22,50-59,52032,48147.0,10018.0,463,391.0,72.0,2021,41.2
1046,2021-06-23,50-59,52036,48151.0,10019.0,463,391.0,72.0,2021,41.2
1047,2021-06-24,50-59,52053,48164.0,10022.0,463,392.0,71.0,2021,41.2
1048,2021-06-25,50-59,52064,48177.0,10024.0,463,392.0,71.0,2021,41.2
1049,2021-06-28,50-59,52084,48196.0,10028.0,463,392.0,71.0,2021,41.2
1050,2021-06-29,50-59,52091,48201.0,10029.0,463,392.0,71.0,2021,41.2
1051,2021-06-30,50-59,52098,48205.0,10031.0,464,393.0,71.0,2021,41.2
1052,2021-09-09,50-59,55437,50962.0,10674.0,488,411.0,77.0,2021,41.2
1053,2021-09-10,50-59,55501,51023.0,10686.0,490,412.0,78.0,2021,41.2
1054,2021-09-13,50-59,55645,51142.0,10714.0,490,412.0,78.0,2021,41.2
1055,2021-09-14,50-59,55762,51242.0,10736.0,492,414.0,78.0,2021,41.2
1056,2021-09-15,50-59,55805,51279.0,10745.0,492,414.0,78.0,2021,41.2
1057,2021-09-16,50-59,55908,51344.0,10764.0,492,414.0,78.0,2021,41.2
1058,2021-07-01,50-59,52106,48213.0,10032.0,465,394.0,71.0,2021,41.2
1059,2021-07-02,50-59,52124,48221.0,10036.0,465,394.0,71.0,2021,41.2
1060,2021-07-06,50-59,52138,48236.0,10039.0,465,394.0,71.0,2021,41.2
1061,2021-07-07,50-59,52153,48246.0,10041.0,465,394.0,71.0,2021,41.2
1062,2021-07-08,50-59,52157,48251.0,10042.0,465,394.0,71.0,2021,41.2
1063,2021-07-09,50-59,52165,48256.0,10044.0,465,394.0,71.0,2021,41.2
1064,2021-07-12,50-59,52169,48259.0,10045.0,465,394.0,71.0,2021,41.2
1065,2021-07-13,50-59,52188,48271.0,10048.0,465,394.0,71.0,2021,41.2
1066,2021-09-17,50-59,56085,51467.0,10798.0,494,416.0,78.0,2021,41.2
1067,2021-12-15,50-59,64843,58892.0,12485.0,533,447.0,86.0,2021,41.2
1068,2021-07-14,50-59,52203,48281.0,10051.0,465,394.0,71.0,2021,41.2
1069,2021-07-15,50-59,52222,48291.0,10055.0,466,394.0,72.0,2021,41.2
1070,2021-07-16,50-59,52238,48300.0,10058.0,466,394.0,72.0,2021,41.2
1071,2021-07-19,50-59,52296,48353.0,10069.0,466,394.0,72.0,2021,41.2
1072,2021-07-20,50-59,52331,48375.0,10076.0,466,395.0,71.0,2021,41.2
1073,2021-07-21,50-59,52356,48393.0,10081.0,466,395.0,71.0,2021,41.2
1074,2021-07-22,50-59,52397,48422.0,10088.0,466,395.0,71.0,2021,41.2
1075,2021-07-23,50-59,52424,48449.0,10094.0,466,395.0,71.0,2021,41.2
1076,2021-09-20,50-59,56222,51590.0,10825.0,494,416.0,78.0,2021,41.2
1077,2021-09-21,50-59,56272,51642.0,10834.0,496,418.0,78.0,2021,41.2
1078,2021-09-22,50-59,56332,51703.0,10846.0,496,418.0,78.0,2021,41.2
1079,2021-09-23,50-59,56392,51763.0,10858.0,496,418.0,78.0,2021,41.2
1080,2021-09-24,50-59,56447,51816.0,10868.0,497,419.0,78.0,2021,41.2
1081,2021-09-27,50-59,56610,51952.0,10900.0,504,420.0,84.0,2021,41.2
1082,2021-07-26,50-59,52481,48488.0,10105.0,466,395.0,71.0,2021,41.2
1083,2021-07-27,50-59,52529,48528.0,10114.0,466,395.0,71.0,2021,41.2
1084,2021-07-28,50-59,52580,48569.0,10124.0,466,395.0,71.0,2021,41.2
1085,2021-07-29,50-59,52619,48601.0,10131.0,467,395.0,72.0,2021,41.2
1086,2021-07-30,50-59,52669,48636.0,10141.0,467,395.0,72.0,2021,41.2
1087,2021-08-02,50-59,52780,48723.0,10162.0,467,395.0,72.0,2021,41.2
1088,2021-08-03,50-59,52843,48786.0,10174.0,467,395.0,72.0,2021,41.2
1089,2021-08-04,50-59,52899,48828.0,10185.0,467,395.0,72.0,2021,41.2
1090,2021-09-28,50-59,56662,51998.0,10910.0,510,424.0,86.0,2021,41.2
1091,2021-12-16,50-59,65038,59069.0,12522.0,533,447.0,86.0,2021,41.2
1092,2021-12-17,50-59,65206,59204.0,12555.0,533,447.0,86.0,2021,41.2
1093,2021-12-20,50-59,65930,59885.0,12694.0,539,452.0,87.0,2021,41.2
1094,2021-12-21,50-59,66715,60534.0,12845.0,543,456.0,87.0,2021,41.2
1095,2021-12-22,50-59,67105,60885.0,12920.0,543,456.0,87.0,2021,41.2
1096,2021-12-23,50-59,67558,61290.0,13007.0,543,456.0,87.0,2021,41.2
1097,2021-08-05,50-59,52959,48883.0,10197.0,468,396.0,72.0,2021,41.2
1098,2021-08-06,50-59,53046,48957.0,10213.0,468,396.0,72.0,2021,41.2
1099,2021-08-09,50-59,53171,49069.0,10237.0,468,397.0,71.0,2021,41.2
1100,2021-08-10,50-59,53200,49100.0,10243.0,469,397.0,72.0,2021,41.2
1101,2021-08-11,50-59,53302,49181.0,10263.0,469,397.0,72.0,2021,41.2
1102,2021-08-12,50-59,53397,49269.0,10281.0,471,399.0,72.0,2021,41.2
1103,2021-08-13,50-59,53465,49325.0,10294.0,471,399.0,72.0,2021,41.2
1104,2021-08-16,50-59,53611,49446.0,10322.0,471,399.0,72.0,2021,41.2
1105,2021-09-29,50-59,56702,52034.0,10917.0,511,425.0,86.0,2021,41.2
1106,2021-09-30,50-59,56722,52052.0,10921.0,511,425.0,86.0,2021,41.2
1107,2021-10-01,50-59,56797,52117.0,10936.0,513,427.0,86.0,2021,41.2
1108,2021-10-04,50-59,56952,52263.0,10965.0,513,427.0,86.0,2021,41.2
1109,2021-10-05,50-59,56991,52298.0,10973.0,514,428.0,86.0,2021,41.2
1110,2021-10-06,50-59,57040,52340.0,10982.0,514,428.0,86.0,2021,41.2
1111,2021-08-17,50-59,53719,49522.0,10343.0,472,398.0,74.0,2021,41.2
1112,2021-08-18,50-59,53788,49578.0,10356.0,473,399.0,74.0,2021,41.2
1113,2021-08-19,50-59,53859,49640.0,10370.0,473,399.0,74.0,2021,41.2
1114,2021-08-20,50-59,53911,49674.0,10380.0,474,399.0,75.0,2021,41.2
1115,2021-08-23,50-59,54126,49868.0,10421.0,474,399.0,75.0,2021,41.2
1116,2021-08-24,50-59,54239,49975.0,10443.0,474,399.0,75.0,2021,41.2
1117,2021-08-25,50-59,54328,50033.0,10460.0,474,399.0,75.0,2021,41.2
1118,2021-08-26,50-59,54427,50124.0,10479.0,478,403.0,75.0,2021,41.2
1119,2021-10-07,50-59,57096,52391.0,10993.0,515,429.0,86.0,2021,41.2
1120,2021-08-27,50-59,54526,50210.0,10498.0,478,403.0,75.0,2021,41.2
1121,2021-10-08,50-59,57139,52438.0,11001.0,515,429.0,86.0,2021,41.2
1122,2021-10-12,50-59,57309,52597.0,11034.0,515,429.0,86.0,2021,41.2
1123,2021-10-13,50-59,57342,52629.0,11041.0,520,433.0,87.0,2021,41.2
1124,2021-10-14,50-59,57480,52750.0,11067.0,520,434.0,86.0,2021,41.2
1125,2021-10-15,50-59,57543,52809.0,11079.0,520,435.0,85.0,2021,41.2
1126,2021-10-18,50-59,57677,52936.0,11105.0,520,435.0,85.0,2021,41.2
1127,2021-10-19,50-59,57768,53009.0,11123.0,520,436.0,84.0,2021,41.2
1128,2021-12-27,50-59,69283,62859.0,13340.0,545,458.0,87.0,2021,41.2
1129,2021-12-28,50-59,69959,63418.0,13470.0,550,463.0,87.0,2021,41.2
1130,2021-12-29,50-59,70946,64314.0,13660.0,550,463.0,87.0,2021,41.2
1131,2021-12-30,50-59,71943,65187.0,13852.0,550,463.0,87.0,2021,41.2
1132,2021-10-20,50-59,57811,53053.0,11131.0,520,436.0,84.0,2021,41.2
1133,2021-10-21,50-59,57852,53096.0,11139.0,520,436.0,84.0,2021,41.2
1134,2021-10-22,50-59,57904,53144.0,11149.0,523,438.0,85.0,2021,41.2
1135,2021-10-25,50-59,58005,53244.0,11168.0,523,438.0,85.0,2021,41.2
1136,2021-10-26,50-59,58040,53275.0,11175.0,524,439.0,85.0,2021,41.2
1137,2021-10-27,50-59,58068,53302.0,11180.0,524,439.0,85.0,2021,41.2
1138,2021-10-28,50-59,58118,53350.0,11190.0,524,439.0,85.0,2021,41.2
1139,2021-10-29,50-59,58175,53405.0,11201.0,525,440.0,85.0,2021,41.2
1140,2021-11-01,50-59,58285,53515.0,11222.0,525,440.0,85.0,2021,41.2
1141,2021-11-02,50-59,58336,53567.0,11232.0,525,441.0,84.0,2021,41.2
1142,2021-11-03,50-59,58386,53609.0,11242.0,525,441.0,84.0,2021,41.2
1143,2021-11-04,50-59,58435,53652.0,11251.0,525,441.0,84.0,2021,41.2
1144,2021-11-05,50-59,58475,53690.0,11259.0,526,442.0,84.0,2021,41.2
1145,2021-11-08,50-59,58594,53800.0,11282.0,526,442.0,84.0,2021,41.2
1146,2021-11-09,50-59,58636,53837.0,11290.0,527,443.0,84.0,2021,41.2
1147,2021-11-10,50-59,58689,53885.0,11300.0,527,443.0,84.0,2021,41.2
1148,2021-11-11,50-59,58767,53955.0,11315.0,527,443.0,84.0,2021,41.2
1149,2021-11-12,50-59,58829,54012.0,11327.0,527,443.0,84.0,2021,41.2
1150,2021-11-15,50-59,59130,54302.0,11385.0,530,446.0,84.0,2021,41.2
1151,2021-11-16,50-59,59206,54374.0,11399.0,530,446.0,84.0,2021,41.2
1152,2021-11-17,50-59,59326,54486.0,11423.0,531,447.0,84.0,2021,41.2
1153,2021-11-18,50-59,59419,54578.0,11440.0,531,447.0,84.0,2021,41.2
1154,2021-11-19,50-59,59525,54678.0,11461.0,533,449.0,84.0,2021,41.2
1155,2021-11-22,50-59,59789,54937.0,11512.0,534,450.0,84.0,2021,41.2
1156,2021-11-23,50-59,59882,55020.0,11530.0,534,450.0,84.0,2021,41.2
1157,2021-11-24,50-59,59987,55119.0,11550.0,535,451.0,84.0,2021,41.2
1158,2021-11-26,50-59,60212,55322.0,11593.0,535,451.0,84.0,2021,41.2
1159,2021-11-29,50-59,60512,55616.0,11651.0,535,451.0,84.0,2021,41.2
1160,2021-11-30,50-59,60635,55737.0,11675.0,540,454.0,86.0,2021,41.2
1161,2021-12-01,50-59,60786,55853.0,11704.0,542,456.0,86.0,2021,41.2
1162,2021-12-02,50-59,60984,56056.0,11742.0,542,456.0,86.0,2021,41.2
1163,2021-12-03,50-59,61089,56146.0,11762.0,545,459.0,86.0,2021,41.2
1164,2021-12-06,50-59,61798,56840.0,11898.0,545,459.0,86.0,2021,41.2
1165,2021-12-07,50-59,62080,57085.0,11953.0,546,460.0,86.0,2021,41.2
1166,2021-01-31,50-59,39306,37178.0,7424.0,343,288.0,55.0,2021,41.2
1167,2021-02-01,50-59,39671,37519.0,7493.0,342,287.0,55.0,2021,41.2
1168,2021-02-02,50-59,39759,37592.0,7510.0,344,289.0,55.0,2021,41.2
1169,2021-02-03,50-59,39907,37741.0,7538.0,347,293.0,54.0,2021,41.2
1170,2021-02-04,50-59,40147,37955.0,7583.0,349,296.0,53.0,2021,41.2
