,DateUpdated,AgeGroups,Total cases,Confirmed cases,Total case rate,Total deaths,Confirmed deaths,Probable deaths,Year,value
0,2021-05-27,0-9,21266,19931.0,5649.0,1,1.0,0.0,2021,0.0
1,2021-05-28,0-9,21298,19963.0,5658.0,1,1.0,0.0,2021,0.0
2,2021-06-01,0-9,21335,19988.0,5667.0,1,1.0,0.0,2021,0.0
3,2021-06-02,0-9,21343,19992.0,5670.0,1,1.0,0.0,2021,0.0
4,2021-06-03,0-9,21359,20006.0,5674.0,1,1.0,0.0,2021,0.0
5,2021-06-04,0-9,21378,20017.0,5679.0,1,1.0,0.0,2021,0.0
6,2021-06-07,0-9,21403,20040.0,5686.0,1,1.0,0.0,2021,0.0
7,2021-06-08,0-9,21407,20043.0,5687.0,1,1.0,0.0,2021,0.0
8,2021-08-30,0-9,23967,22302.0,6367.0,1,1.0,0.0,2021,0.0
9,2021-08-31,0-9,24087,22407.0,6398.0,1,1.0,0.0,2021,0.0
10,2021-09-01,0-9,24166,22481.0,6419.0,1,1.0,0.0,2021,0.0
11,2021-09-02,0-9,24265,22570.0,6446.0,1,1.0,0.0,2021,0.0
12,2021-09-03,0-9,24352,22652.0,6469.0,1,1.0,0.0,2021,0.0
13,2021-09-07,0-9,24550,22839.0,6521.0,1,1.0,0.0,2021,0.0
14,2021-09-08,0-9,24650,22912.0,6548.0,1,1.0,0.0,2021,0.0
15,2021-06-09,0-9,21413,20046.0,5688.0,1,1.0,0.0,2021,0.0
16,2021-06-10,0-9,21423,20056.0,5691.0,1,1.0,0.0,2021,0.0
17,2021-06-11,0-9,21429,20062.0,5692.0,1,1.0,0.0,2021,0.0
18,2021-06-14,0-9,21441,20072.0,5696.0,1,1.0,0.0,2021,0.0
19,2021-06-15,0-9,21444,20074.0,5696.0,1,1.0,0.0,2021,0.0
20,2021-06-16,0-9,21447,20076.0,5697.0,1,1.0,0.0,2021,0.0
21,2021-06-17,0-9,21450,20079.0,5698.0,1,1.0,0.0,2021,0.0
22,2021-06-18,0-9,21461,20089.0,5701.0,1,1.0,0.0,2021,0.0
23,2021-12-08,0-9,31479,29302.0,8362.0,1,1.0,0.0,2021,0.0
24,2021-12-09,0-9,31781,29563.0,8442.0,1,1.0,0.0,2021,0.0
25,2021-12-10,0-9,32254,30012.0,8568.0,1,1.0,0.0,2021,0.0
26,2021-12-13,0-9,33071,30426.0,8785.0,1,1.0,0.0,2021,0.0
27,2021-12-14,0-9,33444,30738.0,8884.0,1,1.0,0.0,2021,0.0
28,2021-12-15,0-9,33692,30936.0,8950.0,1,1.0,0.0,2021,0.0
29,2021-06-21,0-9,21472,20099.0,5704.0,1,1.0,0.0,2021,0.0
30,2021-06-22,0-9,21479,20107.0,5706.0,1,1.0,0.0,2021,0.0
31,2021-06-23,0-9,21482,20110.0,5706.0,1,1.0,0.0,2021,0.0
32,2021-06-24,0-9,21499,20124.0,5711.0,1,1.0,0.0,2021,0.0
33,2021-06-25,0-9,21508,20132.0,5713.0,1,1.0,0.0,2021,0.0
34,2021-06-28,0-9,21522,20142.0,5717.0,1,1.0,0.0,2021,0.0
35,2021-06-29,0-9,21525,20144.0,5718.0,1,1.0,0.0,2021,0.0
36,2021-06-30,0-9,21530,20148.0,5719.0,1,1.0,0.0,2021,0.0
37,2021-09-09,0-9,24771,23016.0,6580.0,1,1.0,0.0,2021,0.0
38,2021-09-10,0-9,24854,23096.0,6602.0,1,1.0,0.0,2021,0.0
39,2021-09-13,0-9,25008,23225.0,6643.0,1,1.0,0.0,2021,0.0
40,2021-09-14,0-9,25119,23329.0,6673.0,1,1.0,0.0,2021,0.0
41,2021-09-15,0-9,25165,23367.0,6685.0,1,1.0,0.0,2021,0.0
42,2021-09-16,0-9,25297,23456.0,6720.0,1,1.0,0.0,2021,0.0
43,2021-09-17,0-9,25542,23644.0,6785.0,1,1.0,0.0,2021,0.0
44,2021-07-01,0-9,21534,20151.0,5720.0,1,1.0,0.0,2021,0.0
45,2021-07-02,0-9,21542,20156.0,5722.0,1,1.0,0.0,2021,0.0
46,2021-07-06,0-9,21552,20165.0,5725.0,1,1.0,0.0,2021,0.0
47,2021-07-07,0-9,21563,20174.0,5728.0,1,1.0,0.0,2021,0.0
48,2021-07-08,0-9,21566,20176.0,5729.0,1,1.0,0.0,2021,0.0
49,2021-07-09,0-9,21583,20191.0,5733.0,1,1.0,0.0,2021,0.0
50,2021-07-12,0-9,21589,20196.0,5735.0,1,1.0,0.0,2021,0.0
51,2021-07-13,0-9,21600,20208.0,5738.0,1,1.0,0.0,2021,0.0
52,2021-07-14,0-9,21623,20227.0,5744.0,1,1.0,0.0,2021,0.0
53,2021-07-15,0-9,21635,20233.0,5747.0,1,1.0,0.0,2021,0.0
54,2021-07-16,0-9,21645,20240.0,5750.0,1,1.0,0.0,2021,0.0
55,2021-07-19,0-9,21685,20274.0,5760.0,1,1.0,0.0,2021,0.0
56,2021-07-20,0-9,21702,20290.0,5765.0,1,1.0,0.0,2021,0.0
57,2021-07-21,0-9,21733,20315.0,5773.0,1,1.0,0.0,2021,0.0
58,2021-07-22,0-9,21767,20347.0,5782.0,1,1.0,0.0,2021,0.0
59,2021-07-23,0-9,21787,20365.0,5788.0,1,1.0,0.0,2021,0.0
60,2021-09-20,0-9,25767,23860.0,6845.0,1,1.0,0.0,2021,0.0
61,2021-09-21,0-9,25819,23911.0,6859.0,2,1.0,1.0,2021,0.0
62,2021-09-22,0-9,25904,23994.0,6881.0,2,1.0,1.0,2021,0.0
63,2021-09-23,0-9,25990,24076.0,6904.0,1,1.0,0.0,2021,0.0
64,2021-09-24,0-9,26051,24132.0,6920.0,1,1.0,0.0,2021,0.0
65,2021-09-27,0-9,26229,24269.0,6967.0,1,1.0,0.0,2021,0.0
66,2021-09-28,0-9,26294,24330.0,6985.0,1,1.0,0.0,2021,0.0
67,2021-07-26,0-9,21846,20417.0,5803.0,1,1.0,0.0,2021,0.0
68,2021-07-27,0-9,21899,20463.0,5817.0,1,1.0,0.0,2021,0.0
69,2021-07-28,0-9,21940,20499.0,5828.0,1,1.0,0.0,2021,0.0
70,2021-07-29,0-9,21976,20532.0,5838.0,1,1.0,0.0,2021,0.0
71,2021-07-30,0-9,22031,20581.0,5852.0,1,1.0,0.0,2021,0.0
72,2021-08-02,0-9,22162,20693.0,5887.0,1,1.0,0.0,2021,0.0
73,2021-08-03,0-9,22214,20743.0,5901.0,1,1.0,0.0,2021,0.0
74,2021-08-04,0-9,22273,20787.0,5917.0,1,1.0,0.0,2021,0.0
75,2021-12-16,0-9,33977,31212.0,9026.0,1,1.0,0.0,2021,0.0
76,2021-12-17,0-9,34182,31401.0,9080.0,1,1.0,0.0,2021,0.0
77,2021-12-20,0-9,35032,32225.0,9306.0,1,1.0,0.0,2021,0.0
78,2021-12-21,0-9,35740,32864.0,9494.0,1,1.0,0.0,2021,0.0
79,2021-12-22,0-9,36163,33269.0,9606.0,1,1.0,0.0,2021,0.0
80,2021-12-23,0-9,36507,33586.0,9698.0,1,1.0,0.0,2021,0.0
81,2021-08-05,0-9,22367,20877.0,5942.0,1,1.0,0.0,2021,0.0
82,2021-08-06,0-9,22440,20933.0,5961.0,1,1.0,0.0,2021,0.0
83,2021-08-09,0-9,22585,21059.0,6000.0,1,1.0,0.0,2021,0.0
84,2021-08-10,0-9,22607,21082.0,6005.0,1,1.0,0.0,2021,0.0
85,2021-08-11,0-9,22685,21150.0,6026.0,1,1.0,0.0,2021,0.0
86,2021-08-12,0-9,22771,21228.0,6049.0,1,1.0,0.0,2021,0.0
87,2021-08-13,0-9,22826,21275.0,6064.0,1,1.0,0.0,2021,0.0
88,2021-08-16,0-9,23015,21443.0,6114.0,1,1.0,0.0,2021,0.0
89,2021-09-29,0-9,26358,24383.0,7002.0,1,1.0,0.0,2021,0.0
90,2021-09-30,0-9,26379,24401.0,7007.0,1,1.0,0.0,2021,0.0
91,2021-10-01,0-9,26486,24498.0,7036.0,1,1.0,0.0,2021,0.0
92,2021-10-04,0-9,26654,24663.0,7080.0,1,1.0,0.0,2021,0.0
93,2021-10-05,0-9,26714,24718.0,7096.0,1,1.0,0.0,2021,0.0
94,2021-10-06,0-9,26769,24774.0,7111.0,1,1.0,0.0,2021,0.0
95,2021-10-07,0-9,26849,24851.0,7132.0,1,1.0,0.0,2021,0.0
96,2021-08-17,0-9,23104,21509.0,6137.0,1,1.0,0.0,2021,0.0
97,2021-08-18,0-9,23174,21578.0,6156.0,1,1.0,0.0,2021,0.0
98,2021-08-19,0-9,23244,21644.0,6175.0,1,1.0,0.0,2021,0.0
99,2021-08-20,0-9,23285,21675.0,6185.0,1,1.0,0.0,2021,0.0
100,2021-08-23,0-9,23449,21828.0,6229.0,1,1.0,0.0,2021,0.0
101,2021-08-24,0-9,23565,21938.0,6260.0,1,1.0,0.0,2021,0.0
102,2021-08-25,0-9,23630,21985.0,6277.0,1,1.0,0.0,2021,0.0
103,2021-08-26,0-9,23729,22079.0,6303.0,1,1.0,0.0,2021,0.0
104,2021-08-27,0-9,23810,22153.0,6325.0,1,1.0,0.0,2021,0.0
105,2021-10-08,0-9,26925,24927.0,7152.0,1,1.0,0.0,2021,0.0
106,2021-10-12,0-9,27128,25124.0,7206.0,1,1.0,0.0,2021,0.0
107,2021-10-13,0-9,27153,25147.0,7213.0,1,1.0,0.0,2021,0.0
108,2021-10-14,0-9,27273,25249.0,7245.0,1,1.0,0.0,2021,0.0
109,2021-10-15,0-9,27353,25327.0,7266.0,1,1.0,0.0,2021,0.0
110,2021-10-18,0-9,27483,25453.0,7301.0,1,1.0,0.0,2021,0.0
111,2021-10-19,0-9,27655,25620.0,7346.0,1,1.0,0.0,2021,0.0
112,2021-12-27,0-9,37918,34910.0,10073.0,1,1.0,0.0,2021,0.0
113,2021-12-28,0-9,38414,35349.0,10204.0,1,1.0,0.0,2021,0.0
114,2021-12-29,0-9,39162,36071.0,10403.0,1,1.0,0.0,2021,0.0
115,2021-12-30,0-9,39867,36711.0,10590.0,1,1.0,0.0,2021,0.0
116,2021-10-20,0-9,27709,25670.0,7361.0,1,1.0,0.0,2021,0.0
117,2021-10-21,0-9,27756,25712.0,7373.0,1,1.0,0.0,2021,0.0
118,2021-10-22,0-9,27816,25768.0,7389.0,1,1.0,0.0,2021,0.0
119,2021-10-25,0-9,27942,25893.0,7423.0,1,1.0,0.0,2021,0.0
120,2021-10-26,0-9,27979,25930.0,7432.0,1,1.0,0.0,2021,0.0
121,2021-10-27,0-9,28024,25974.0,7444.0,1,1.0,0.0,2021,0.0
122,2021-10-28,0-9,28077,26026.0,7458.0,1,1.0,0.0,2021,0.0
123,2021-10-29,0-9,28138,26083.0,7475.0,1,1.0,0.0,2021,0.0
124,2021-11-01,0-9,28242,26186.0,7502.0,1,1.0,0.0,2021,0.0
125,2021-11-02,0-9,28293,26237.0,7516.0,1,1.0,0.0,2021,0.0
126,2021-11-03,0-9,28356,26295.0,7533.0,1,1.0,0.0,2021,0.0
127,2021-11-04,0-9,28407,26343.0,7546.0,1,1.0,0.0,2021,0.0
128,2021-11-05,0-9,28456,26392.0,7559.0,1,1.0,0.0,2021,0.0
129,2021-11-08,0-9,28547,26479.0,7583.0,1,1.0,0.0,2021,0.0
130,2021-11-09,0-9,28582,26509.0,7593.0,1,1.0,0.0,2021,0.0
131,2021-11-10,0-9,28667,26583.0,7615.0,1,1.0,0.0,2021,0.0
132,2021-11-11,0-9,28734,26644.0,7633.0,1,1.0,0.0,2021,0.0
133,2021-11-12,0-9,28801,26706.0,7651.0,1,1.0,0.0,2021,0.0
134,2021-11-15,0-9,29109,27016.0,7733.0,1,1.0,0.0,2021,0.0
135,2021-11-16,0-9,29178,27079.0,7751.0,1,1.0,0.0,2021,0.0
136,2021-11-17,0-9,29308,27207.0,7785.0,1,1.0,0.0,2021,0.0
137,2021-11-18,0-9,29419,27311.0,7815.0,1,1.0,0.0,2021,0.0
138,2021-11-19,0-9,29541,27430.0,7847.0,1,1.0,0.0,2021,0.0
139,2021-11-22,0-9,29834,27715.0,7925.0,1,1.0,0.0,2021,0.0
140,2021-11-23,0-9,29939,27806.0,7953.0,1,1.0,0.0,2021,0.0
141,2021-11-24,0-9,30069,27932.0,7988.0,1,1.0,0.0,2021,0.0
142,2021-11-26,0-9,30363,28201.0,8066.0,1,1.0,0.0,2021,0.0
143,2021-11-29,0-9,30671,28507.0,8147.0,1,1.0,0.0,2021,0.0
144,2021-11-30,0-9,30800,28629.0,8182.0,1,1.0,0.0,2021,0.0
145,2021-12-01,0-9,30923,28746.0,8214.0,1,1.0,0.0,2021,0.0
146,2021-12-02,0-9,31158,28970.0,8277.0,1,1.0,0.0,2021,0.0
147,2021-12-03,0-9,31249,29051.0,8301.0,1,1.0,0.0,2021,0.0
148,2021-12-06,0-9,31991,29784.0,8498.0,1,1.0,0.0,2021,0.0
149,2021-12-07,0-9,32209,29982.0,8556.0,1,1.0,0.0,2021,0.0
150,2021-01-31,0-9,13248,12749.0,3494.0,1,1.0,0.0,2021,0.0
151,2021-02-01,0-9,13498,12990.0,3560.0,2,2.0,0.0,2021,0.0
152,2021-02-02,0-9,13526,13018.0,3568.0,2,2.0,0.0,2021,0.0
153,2021-02-03,0-9,13581,13071.0,3582.0,2,2.0,0.0,2021,0.0
154,2021-02-04,0-9,13690,13176.0,3611.0,2,2.0,0.0,2021,0.0
155,2021-02-07,0-9,14046,13521.0,3705.0,2,2.0,0.0,2021,0.0
156,2021-02-08,0-9,14117,13589.0,3723.0,2,2.0,0.0,2021,0.0
157,2021-01-27,0-9,12853,12378.0,3390.0,1,1.0,0.0,2021,0.0
158,2021-01-28,0-9,12955,12467.0,3417.0,1,1.0,0.0,2021,0.0
159,2021-04-14,0-9,19165,18103.0,5091.0,1,1.0,0.0,2021,0.0
160,2021-04-15,0-9,19263,18188.0,5117.0,1,1.0,0.0,2021,0.0
161,2021-04-18,0-9,19493,18399.0,5178.0,1,1.0,0.0,2021,0.0
162,2021-04-19,0-9,19576,18469.0,5200.0,1,1.0,0.0,2021,0.0
163,2021-02-09,0-9,14186,13655.0,3742.0,2,2.0,0.0,2021,0.0
164,2021-02-10,0-9,14251,13713.0,3759.0,2,2.0,0.0,2021,0.0
165,2021-02-11,0-9,14315,13773.0,3776.0,2,2.0,0.0,2021,0.0
166,2021-02-14,0-9,14541,13992.0,3835.0,2,2.0,0.0,2021,0.0
167,2021-02-15,0-9,14584,14036.0,3847.0,2,2.0,0.0,2021,0.0
168,2021-02-16,0-9,14602,14047.0,3851.0,2,2.0,0.0,2021,0.0
169,2021-02-17,0-9,14631,14068.0,3859.0,2,2.0,0.0,2021,0.0
170,2021-03-21,0-9,16786,16004.0,4427.0,2,1.0,1.0,2021,0.0
171,2021-03-22,0-9,16862,16075.0,4447.0,2,1.0,1.0,2021,0.0
172,2021-03-23,0-9,16963,16129.0,4506.0,2,1.0,1.0,2021,0.0
173,2021-03-24,0-9,17084,16254.0,4538.0,2,1.0,1.0,2021,0.0
174,2021-03-25,0-9,17216,16377.0,4573.0,2,1.0,1.0,2021,0.0
175,2021-03-28,0-9,17484,16626.0,4644.0,2,1.0,1.0,2021,0.0
176,2021-03-29,0-9,17600,16733.0,4675.0,2,1.0,1.0,2021,0.0
177,2021-02-18,0-9,14728,14165.0,3885.0,2,2.0,0.0,2021,0.0
178,2021-02-21,0-9,14905,14340.0,3931.0,2,2.0,0.0,2021,0.0
179,2021-02-22,0-9,14966,14366.0,3947.0,2,2.0,0.0,2021,0.0
180,2021-02-23,0-9,15035,14424.0,3966.0,2,2.0,0.0,2021,0.0
181,2021-02-24,0-9,15104,14484.0,3984.0,2,2.0,0.0,2021,0.0
182,2021-02-25,0-9,15162,14541.0,3999.0,2,2.0,0.0,2021,0.0
183,2021-02-28,0-9,15369,14735.0,4054.0,1,1.0,0.0,2021,0.0
184,2021-04-07,0-9,18445,17434.0,4900.0,2,1.0,1.0,2021,0.0
185,2021-04-08,0-9,18585,17575.0,4937.0,2,1.0,1.0,2021,0.0
186,2021-04-11,0-9,18891,17868.0,5018.0,2,1.0,1.0,2021,0.0
187,2021-04-12,0-9,18958,17922.0,5036.0,1,1.0,0.0,2021,0.0
188,2021-04-13,0-9,19091,18039.0,5071.0,1,1.0,0.0,2021,0.0
189,2021-03-01,0-9,15397,14757.0,4061.0,1,1.0,0.0,2021,0.0
190,2021-03-02,0-9,15428,14777.0,4069.0,1,1.0,0.0,2021,0.0
191,2021-03-03,0-9,15507,14857.0,4090.0,1,1.0,0.0,2021,0.0
192,2021-03-04,0-9,15581,14921.0,4110.0,1,1.0,0.0,2021,0.0
193,2021-03-07,0-9,15753,15085.0,4155.0,1,1.0,0.0,2021,0.0
194,2021-03-08,0-9,15821,15138.0,4173.0,1,1.0,0.0,2021,0.0
195,2021-03-09,0-9,15859,15162.0,4183.0,1,1.0,0.0,2021,0.0
196,2021-01-01,0-9,8839,8476.0,2331.0,1,1.0,0.0,2021,0.0
197,2021-01-03,0-9,9123,8758.0,2406.0,1,1.0,0.0,2021,0.0
198,2021-01-04,0-9,9264,8896.0,2443.0,1,1.0,0.0,2021,0.0
199,2021-03-30,0-9,17663,16787.0,4692.0,2,1.0,1.0,2021,0.0
200,2021-03-31,0-9,17794,16862.0,4727.0,2,1.0,1.0,2021,0.0
201,2021-04-01,0-9,17932,16988.0,4763.0,2,1.0,1.0,2021,0.0
202,2021-04-04,0-9,18172,17200.0,4827.0,2,1.0,1.0,2021,0.0
203,2021-04-05,0-9,18262,17281.0,4851.0,2,1.0,1.0,2021,0.0
204,2021-04-06,0-9,18348,17349.0,4874.0,2,1.0,1.0,2021,0.0
205,2021-01-05,0-9,9437,9057.0,2489.0,1,1.0,0.0,2021,0.0
206,2021-01-06,0-9,9594,9211.0,2530.0,1,1.0,0.0,2021,0.0
207,2021-01-07,0-9,9843,9461.0,2596.0,1,1.0,0.0,2021,0.0
208,2021-01-10,0-9,10318,9933.0,2721.0,1,1.0,0.0,2021,0.0
209,2021-01-11,0-9,10660,10263.0,2812.0,1,1.0,0.0,2021,0.0
210,2021-01-12,0-9,10851,10444.0,2862.0,1,1.0,0.0,2021,0.0
211,2021-01-13,0-9,10886,10474.0,2871.0,1,1.0,0.0,2021,0.0
212,2021-01-14,0-9,11017,10599.0,2906.0,1,1.0,0.0,2021,0.0
213,2021-03-10,0-9,15930,15230.0,4202.0,1,1.0,0.0,2021,0.0
214,2021-03-11,0-9,16007,15300.0,4222.0,1,1.0,0.0,2021,0.0
215,2021-03-14,0-9,16230,15501.0,4281.0,2,1.0,1.0,2021,0.0
216,2021-03-15,0-9,16290,15541.0,4297.0,2,1.0,1.0,2021,0.0
217,2021-03-16,0-9,16334,15580.0,4308.0,2,1.0,1.0,2021,0.0
218,2021-03-17,0-9,16434,15677.0,4334.0,2,1.0,1.0,2021,0.0
219,2021-03-18,0-9,16529,15764.0,4360.0,2,1.0,1.0,2021,0.0
220,2021-01-17,0-9,11512,11087.0,3036.0,1,1.0,0.0,2021,0.0
221,2021-01-18,0-9,11701,11276.0,3086.0,1,1.0,0.0,2021,0.0
222,2021-01-19,0-9,11811,11372.0,3115.0,1,1.0,0.0,2021,0.0
223,2021-01-20,0-9,11913,11471.0,3142.0,1,1.0,0.0,2021,0.0
224,2021-01-21,0-9,12041,11598.0,3176.0,1,1.0,0.0,2021,0.0
225,2021-01-24,0-9,12488,12034.0,3294.0,1,1.0,0.0,2021,0.0
226,2021-01-25,0-9,12595,12136.0,3322.0,1,1.0,0.0,2021,0.0
227,2021-01-26,0-9,12765,12288.0,3367.0,1,1.0,0.0,2021,0.0
228,2021-04-20,0-9,19656,18541.0,5221.0,1,1.0,0.0,2021,0.0
229,2021-04-21,0-9,19704,18588.0,5234.0,1,1.0,0.0,2021,0.0
230,2021-04-22,0-9,19808,18673.0,5262.0,1,1.0,0.0,2021,0.0
231,2021-04-25,0-9,20036,18861.0,5322.0,1,1.0,0.0,2021,0.0
232,2021-04-26,0-9,20076,18902.0,5333.0,1,1.0,0.0,2021,0.0
233,2021-04-27,0-9,20136,18944.0,5349.0,1,1.0,0.0,2021,0.0
234,2021-04-28,0-9,20194,19000.0,5364.0,1,1.0,0.0,2021,0.0
235,2021-04-29,0-9,20271,19072.0,5385.0,1,1.0,0.0,2021,0.0
236,2021-05-02,0-9,20437,19220.0,5429.0,1,1.0,0.0,2021,0.0
237,2021-05-03,0-9,20511,19274.0,5449.0,1,1.0,0.0,2021,0.0
238,2021-05-04,0-9,20590,19344.0,5470.0,1,1.0,0.0,2021,0.0
239,2021-05-05,0-9,20650,19400.0,5485.0,1,1.0,0.0,2021,0.0
240,2021-05-06,0-9,20699,19434.0,5499.0,1,1.0,0.0,2021,0.0
241,2021-05-10,0-9,20816,19542.0,5530.0,1,1.0,0.0,2021,0.0
242,2021-05-11,0-9,20857,19572.0,5540.0,1,1.0,0.0,2021,0.0
243,2021-05-12,0-9,20887,19592.0,5548.0,1,1.0,0.0,2021,0.0
244,2021-05-13,0-9,20927,19630.0,5559.0,1,1.0,0.0,2021,0.0
245,2021-05-14,0-9,20984,19680.0,5574.0,1,1.0,0.0,2021,0.0
246,2021-05-17,0-9,21068,19759.0,5597.0,1,1.0,0.0,2021,0.0
247,2021-05-18,0-9,21084,19776.0,5601.0,1,1.0,0.0,2021,0.0
248,2021-05-19,0-9,21120,19804.0,5610.0,1,1.0,0.0,2021,0.0
249,2021-05-20,0-9,21148,19829.0,5618.0,1,1.0,0.0,2021,0.0
250,2021-05-21,0-9,21174,19852.0,5625.0,1,1.0,0.0,2021,0.0
251,2021-05-24,0-9,21216,19890.0,5636.0,1,1.0,0.0,2021,0.0
252,2021-05-25,0-9,21229,19898.0,5639.0,1,1.0,0.0,2021,0.0
253,2021-05-26,0-9,21245,19912.0,5644.0,1,1.0,0.0,2021,0.0
254,2021-05-27,20-29,60808,54548.0,13066.0,10,10.0,0.0,2021,57.0
255,2021-05-28,20-29,60837,54570.0,13072.0,10,10.0,0.0,2021,57.0
256,2021-06-01,20-29,60872,54599.0,13080.0,10,10.0,0.0,2021,57.0
257,2021-06-02,20-29,60883,54602.0,13082.0,10,10.0,0.0,2021,57.0
258,2021-06-03,20-29,60899,54619.0,13086.0,10,10.0,0.0,2021,57.0
259,2021-06-04,20-29,60934,54631.0,13093.0,10,10.0,0.0,2021,57.0
260,2021-06-07,20-29,60977,54672.0,13102.0,10,10.0,0.0,2021,57.0
261,2021-06-08,20-29,60993,54684.0,13106.0,10,10.0,0.0,2021,57.0
262,2021-08-30,20-29,65939,58581.0,14169.0,11,11.0,0.0,2021,57.0
263,2021-08-31,20-29,66143,58726.0,14212.0,11,11.0,0.0,2021,57.0
264,2021-09-01,20-29,66257,58814.0,14237.0,11,11.0,0.0,2021,57.0
265,2021-09-02,20-29,66374,58933.0,14262.0,11,11.0,0.0,2021,57.0
266,2021-09-03,20-29,66505,59036.0,14290.0,11,11.0,0.0,2021,57.0
267,2021-09-07,20-29,66786,59285.0,14351.0,11,11.0,0.0,2021,57.0
268,2021-06-09,20-29,61009,54692.0,13109.0,10,10.0,0.0,2021,57.0
269,2021-06-10,20-29,61027,54705.0,13113.0,10,10.0,0.0,2021,57.0
270,2021-06-11,20-29,61029,54708.0,13114.0,10,10.0,0.0,2021,57.0
271,2021-06-14,20-29,61050,54727.0,13118.0,10,10.0,0.0,2021,57.0
272,2021-06-15,20-29,61065,54737.0,13121.0,10,10.0,0.0,2021,57.0
273,2021-06-16,20-29,61072,54743.0,13123.0,10,10.0,0.0,2021,57.0
274,2021-06-17,20-29,61078,54744.0,13124.0,10,10.0,0.0,2021,57.0
275,2021-06-18,20-29,61089,54751.0,13126.0,10,10.0,0.0,2021,57.0
276,2021-09-08,20-29,66955,59397.0,14387.0,11,11.0,0.0,2021,57.0
277,2021-12-08,20-29,75355,66930.0,16192.0,17,16.0,1.0,2021,57.0
278,2021-12-09,20-29,75807,67238.0,16289.0,17,16.0,1.0,2021,57.0
279,2021-12-10,20-29,76313,67714.0,16398.0,19,16.0,3.0,2021,57.0
280,2021-12-13,20-29,77750,68166.0,16706.0,19,16.0,3.0,2021,57.0
281,2021-12-14,20-29,78209,68504.0,16805.0,19,16.0,3.0,2021,57.0
282,2021-12-15,20-29,78461,68724.0,16859.0,19,16.0,3.0,2021,57.0
283,2021-06-21,20-29,61103,54762.0,13129.0,10,10.0,0.0,2021,57.0
284,2021-06-22,20-29,61114,54768.0,13132.0,10,10.0,0.0,2021,57.0
285,2021-06-23,20-29,61124,54772.0,13134.0,10,10.0,0.0,2021,57.0
286,2021-06-24,20-29,61160,54806.0,13142.0,10,10.0,0.0,2021,57.0
287,2021-06-25,20-29,61179,54829.0,13146.0,10,10.0,0.0,2021,57.0
288,2021-06-28,20-29,61208,54856.0,13152.0,10,10.0,0.0,2021,57.0
289,2021-06-29,20-29,61213,54859.0,13153.0,10,10.0,0.0,2021,57.0
290,2021-06-30,20-29,61219,54861.0,13154.0,10,10.0,0.0,2021,57.0
291,2021-09-09,20-29,67043,59454.0,14406.0,11,11.0,0.0,2021,57.0
292,2021-09-10,20-29,67151,59543.0,14429.0,11,11.0,0.0,2021,57.0
293,2021-09-13,20-29,67394,59736.0,14481.0,11,11.0,0.0,2021,57.0
294,2021-09-14,20-29,67585,59918.0,14522.0,11,11.0,0.0,2021,57.0
295,2021-09-15,20-29,67630,59952.0,14532.0,11,11.0,0.0,2021,57.0
296,2021-09-16,20-29,67828,60070.0,14575.0,11,11.0,0.0,2021,57.0
297,2021-07-01,20-29,61227,54865.0,13156.0,10,10.0,0.0,2021,57.0
298,2021-07-02,20-29,61244,54873.0,13160.0,10,10.0,0.0,2021,57.0
299,2021-07-06,20-29,61296,54916.0,13171.0,10,10.0,0.0,2021,57.0
300,2021-07-07,20-29,61313,54929.0,13175.0,10,10.0,0.0,2021,57.0
301,2021-07-08,20-29,61328,54937.0,13178.0,10,10.0,0.0,2021,57.0
302,2021-07-09,20-29,61369,54965.0,13187.0,10,10.0,0.0,2021,57.0
303,2021-07-12,20-29,61383,54972.0,13190.0,10,10.0,0.0,2021,57.0
304,2021-07-13,20-29,61442,55019.0,13202.0,10,10.0,0.0,2021,57.0
305,2021-09-17,20-29,68075,60219.0,14628.0,11,11.0,0.0,2021,57.0
306,2021-07-14,20-29,61475,55044.0,13209.0,10,10.0,0.0,2021,57.0
307,2021-07-15,20-29,61510,55066.0,13217.0,10,10.0,0.0,2021,57.0
308,2021-07-16,20-29,61545,55090.0,13224.0,10,10.0,0.0,2021,57.0
309,2021-07-19,20-29,61645,55170.0,13246.0,10,10.0,0.0,2021,57.0
310,2021-07-20,20-29,61691,55201.0,13256.0,10,10.0,0.0,2021,57.0
311,2021-07-21,20-29,61744,55229.0,13267.0,10,10.0,0.0,2021,57.0
312,2021-07-22,20-29,61811,55280.0,13282.0,10,10.0,0.0,2021,57.0
313,2021-07-23,20-29,61868,55325.0,13294.0,10,10.0,0.0,2021,57.0
314,2021-09-20,20-29,68291,60421.0,14674.0,11,11.0,0.0,2021,57.0
315,2021-09-21,20-29,68351,60483.0,14687.0,11,11.0,0.0,2021,57.0
316,2021-09-22,20-29,68412,60544.0,14700.0,11,11.0,0.0,2021,57.0
317,2021-09-23,20-29,68502,60631.0,14719.0,11,11.0,0.0,2021,57.0
318,2021-09-24,20-29,68570,60693.0,14734.0,11,11.0,0.0,2021,57.0
319,2021-09-27,20-29,68792,60861.0,14782.0,12,11.0,1.0,2021,57.0
320,2021-09-28,20-29,68870,60927.0,14798.0,13,12.0,1.0,2021,57.0
321,2021-07-26,20-29,62006,55418.0,13324.0,10,10.0,0.0,2021,57.0
322,2021-07-27,20-29,62115,55512.0,13347.0,10,10.0,0.0,2021,57.0
323,2021-07-28,20-29,62193,55577.0,13364.0,10,10.0,0.0,2021,57.0
