,DateUpdated,AgeGroups,Total cases,Confirmed cases,Total case rate,Total deaths,Confirmed deaths,Probable deaths
1681,12/6/2021,30-39,67732,61050.0,15309.0,63,54.0,9.0
1682,12/6/2021,40-49,59579,54366.0,13767.0,179,144.0,35.0
1683,12/6/2021,50-59,61798,56840.0,11898.0,545,459.0,86.0
1684,12/6/2021,60-69,41161,38274.0,9343.0,1199,1032.0,167.0
1685,12/6/2021,70-79,20984,19581.0,7771.0,2004,1691.0,313.0
1686,12/6/2021,80+,18480,16744.0,11190.0,4913,3911.0,1002.0
1687,12/7/2021,0-9,32209,29982.0,8556.0,1,1.0,0.0
1689,12/7/2021,20-29,75039,66657.0,16124.0,17,16.0,1.0
1690,12/7/2021,30-39,68070,61347.0,15386.0,63,54.0,9.0
1691,12/7/2021,40-49,59859,54610.0,13831.0,180,145.0,35.0
1692,12/7/2021,50-59,62080,57085.0,11953.0,546,460.0,86.0
1693,12/7/2021,60-69,41333,38419.0,9382.0,1207,1038.0,169.0
1694,12/7/2021,70-79,21055,19640.0,7798.0,2010,1696.0,314.0
1695,12/7/2021,80+,18526,16785.0,11218.0,4917,3914.0,1003.0
1696,1/25/2022,30-39,112187,99976.0,25357.0,86,70.0,16.0
1697,1/25/2022,40-49,95644,85923.0,22100.0,218,177.0,41.0
1698,1/25/2022,50-59,94907,85687.0,18273.0,624,524.0,100.0
1699,1/25/2022,60-69,61381,55946.0,13932.0,1386,1174.0,212.0
1700,1/25/2022,70-79,29918,27443.0,11080.0,2193,1834.0,359.0
1701,1/25/2022,80+,23956,21479.0,14506.0,5235,4168.0,1067.0
1702,3/16/2022,0-9,66438,61038.0,17649.0,2,2.0,0.0
1704,3/16/2022,20-29,124946,109700.0,26848.0,28,25.0,3.0
1705,3/16/2022,30-39,118969,106034.0,26890.0,107,87.0,20.0
1706,3/16/2022,40-49,101135,90810.0,23369.0,237,193.0,44.0
1707,3/16/2022,50-59,100001,90179.0,19254.0,706,597.0,109.0
1708,3/16/2022,60-69,65407,59554.0,14846.0,1554,1335.0,219.0
1709,3/16/2022,70-79,32159,29482.0,11910.0,2393,2008.0,385.0
1710,3/16/2022,80+,25695,22919.0,15559.0,5646,4499.0,1147.0
1711,3/17/2022,0-9,66485,61084.0,17661.0,2,2.0,0.0
1713,3/17/2022,20-29,125016,109758.0,26863.0,28,25.0,3.0
1714,3/17/2022,30-39,119020,106080.0,26902.0,107,87.0,20.0
1715,3/17/2022,40-49,101181,90852.0,23379.0,237,193.0,44.0
1716,3/17/2022,50-59,100042,90213.0,19262.0,706,597.0,109.0
1717,3/17/2022,60-69,65448,59588.0,14855.0,1554,1335.0,219.0
1718,3/17/2022,70-79,32181,29497.0,11918.0,2393,2008.0,385.0
1719,3/17/2022,80+,25706,22926.0,15566.0,5646,4499.0,1147.0
1720,3/18/2022,0-9,66512,61109.0,17668.0,2,2.0,0.0
1722,3/18/2022,20-29,125066,109798.0,26873.0,28,25.0,3.0
1723,3/18/2022,30-39,119065,106122.0,26912.0,107,87.0,20.0
1724,3/18/2022,40-49,101223,90890.0,23389.0,238,194.0,44.0
1725,3/18/2022,50-59,100081,90247.0,19269.0,714,603.0,111.0
1726,3/18/2022,60-69,65489,59625.0,14865.0,1560,1340.0,220.0
1727,3/18/2022,70-79,32202,29514.0,11926.0,2400,2015.0,385.0
1728,3/18/2022,80+,25727,22943.0,15579.0,5664,4511.0,1153.0
1729,3/21/2022,0-9,66560,61153.0,17681.0,2,2.0,0.0
1731,3/21/2022,20-29,125162,109870.0,26894.0,28,25.0,3.0
1732,3/21/2022,30-39,119138,106191.0,26928.0,107,87.0,20.0
1733,3/21/2022,40-49,101292,90954.0,23405.0,238,194.0,44.0
1734,3/21/2022,50-59,100161,90321.0,19285.0,714,603.0,111.0
1735,3/21/2022,60-69,65567,59698.0,14882.0,1560,1340.0,220.0
1736,3/21/2022,70-79,32243,29550.0,11941.0,2403,2018.0,385.0
1737,3/21/2022,80+,25744,22958.0,15589.0,5667,4514.0,1153.0
1738,3/22/2022,0-9,66597,61186.0,17691.0,2,2.0,0.0
1740,3/22/2022,20-29,125227,109912.0,26908.0,28,25.0,3.0
1741,3/22/2022,30-39,119190,106235.0,26940.0,107,87.0,20.0
1742,3/22/2022,40-49,101345,91002.0,23417.0,239,195.0,44.0
1743,1/26/2022,0-9,60908,56230.0,16180.0,2,2.0,0.0
1745,1/26/2022,20-29,118799,104393.0,25527.0,25,21.0,4.0
1746,1/26/2022,30-39,112635,100378.0,25458.0,86,70.0,16.0
1747,1/26/2022,40-49,95982,86215.0,22178.0,220,179.0,41.0
1748,1/26/2022,50-59,95248,85985.0,18339.0,635,534.0,101.0
1749,1/26/2022,60-69,61657,56180.0,13995.0,1412,1192.0,220.0
1750,1/26/2022,70-79,30080,27587.0,11140.0,2229,1861.0,368.0
1751,1/26/2022,80+,24055,21548.0,14566.0,5287,4209.0,1078.0
1752,1/27/2022,0-9,61342,56633.0,16295.0,2,2.0,0.0
1754,1/27/2022,20-29,119205,104754.0,25614.0,24,20.0,4.0
1755,1/27/2022,30-39,113120,100810.0,25568.0,86,70.0,16.0
1756,1/27/2022,40-49,96398,86599.0,22274.0,219,179.0,40.0
1757,1/27/2022,50-59,95590,86296.0,18405.0,633,535.0,98.0
1758,1/27/2022,60-69,61966,56456.0,14065.0,1417,1197.0,220.0
1759,1/27/2022,70-79,30237,27724.0,11198.0,2230,1862.0,368.0
1760,1/27/2022,80+,24162,21641.0,14631.0,5292,4214.0,1078.0
1761,1/28/2022,0-9,61720,56986.0,16395.0,2,2.0,0.0
1763,1/28/2022,20-29,119595,105102.0,25698.0,25,21.0,4.0
1764,1/28/2022,30-39,113630,101280.0,25683.0,86,70.0,16.0
1765,1/28/2022,40-49,96737,86904.0,22352.0,221,180.0,41.0
1766,1/28/2022,50-59,95905,86573.0,18465.0,638,538.0,100.0
1767,1/28/2022,60-69,62215,56687.0,14121.0,1431,1208.0,223.0
1768,1/28/2022,70-79,30361,27842.0,11244.0,2246,1876.0,370.0
1769,1/28/2022,80+,24256,21718.0,14688.0,5331,4242.0,1089.0
1770,1/31/2022,0-9,62107,57353.0,16498.0,2,2.0,0.0
1772,1/31/2022,20-29,120056,105498.0,25797.0,25,21.0,4.0
1773,1/31/2022,30-39,114153,101753.0,25802.0,86,70.0,16.0
1774,1/31/2022,40-49,97175,87302.0,22454.0,221,180.0,41.0
1775,1/31/2022,50-59,96327,86942.0,18547.0,643,540.0,103.0
1776,1/31/2022,60-69,62555,57001.0,14199.0,1436,1210.0,226.0
1777,1/31/2022,70-79,30525,27993.0,11305.0,2249,1879.0,370.0
1778,1/31/2022,80+,24398,21845.0,14774.0,5343,4248.0,1095.0
1779,2/1/2022,0-9,62295,57519.0,16548.0,2,2.0,0.0
1781,2/1/2022,20-29,120204,105619.0,25829.0,25,21.0,4.0
1782,2/1/2022,30-39,114341,101905.0,25844.0,87,71.0,16.0
1783,2/1/2022,40-49,97332,87442.0,22490.0,222,181.0,41.0
1784,2/1/2022,50-59,96492,87081.0,18578.0,647,543.0,104.0
1785,2/1/2022,60-69,62656,57085.0,14222.0,1447,1216.0,231.0
1786,2/1/2022,70-79,30586,28045.0,11327.0,2259,1886.0,373.0
1787,2/1/2022,80+,24469,21889.0,14817.0,5382,4277.0,1105.0
1788,2/2/2022,0-9,62577,57781.0,16623.0,2,2.0,0.0
1790,2/2/2022,20-29,120425,105809.0,25876.0,25,21.0,4.0
1791,2/2/2022,30-39,114609,102138.0,25905.0,88,72.0,16.0
1792,2/2/2022,40-49,97593,87658.0,22550.0,222,181.0,41.0
1793,2/2/2022,50-59,96702,87260.0,18619.0,647,543.0,104.0
1794,2/2/2022,60-69,62829,57237.0,14261.0,1448,1217.0,231.0
1795,2/2/2022,70-79,30693,28143.0,11367.0,2261,1887.0,374.0
1796,2/2/2022,80+,24526,21938.0,14852.0,5385,4280.0,1105.0
1797,2/3/2022,0-9,62948,58143.0,16722.0,2,2.0,0.0
1799,2/3/2022,20-29,120733,106079.0,25942.0,25,21.0,4.0
1800,2/3/2022,30-39,115014,102518.0,25996.0,88,72.0,16.0
1801,2/3/2022,40-49,97922,87969.0,22626.0,222,181.0,41.0
1802,2/3/2022,50-59,96995,87538.0,18675.0,647,543.0,104.0
1803,2/3/2022,60-69,63054,57456.0,14312.0,1448,1218.0,230.0
1804,2/3/2022,70-79,30810,28256.0,11410.0,2261,1887.0,374.0
1805,2/3/2022,80+,24628,22030.0,14913.0,5385,4280.0,1105.0
1806,2/4/2022,0-9,63160,58292.0,16778.0,2,2.0,0.0
1808,2/4/2022,20-29,120880,106198.0,25974.0,25,21.0,4.0
1809,2/4/2022,30-39,115222,102697.0,26043.0,90,72.0,18.0
1810,2/4/2022,40-49,98050,88077.0,22656.0,222,181.0,41.0
1811,2/4/2022,50-59,97146,87664.0,18704.0,653,549.0,104.0
1812,2/4/2022,60-69,63146,57535.0,14333.0,1462,1228.0,234.0
1813,2/4/2022,70-79,30883,28314.0,11437.0,2277,1898.0,379.0
1814,2/4/2022,80+,24707,22081.0,14961.0,5423,4310.0,1113.0
1815,3/22/2022,50-59,100248,90390.0,19302.0,716,605.0,111.0
1816,3/22/2022,60-69,65645,59760.0,14900.0,1563,1341.0,222.0
1817,3/22/2022,70-79,32273,29572.0,11952.0,2408,2021.0,387.0
1818,3/22/2022,80+,25763,22974.0,15601.0,5675,4520.0,1155.0
1819,5/19/2022,0-9,72414,66724.0,19236.0,2,2.0,0.0
1821,5/19/2022,20-29,133755,117590.0,28741.0,28,25.0,3.0
1822,5/19/2022,30-39,128750,115137.0,29101.0,109,90.0,19.0
1823,5/19/2022,40-49,109731,98736.0,25355.0,243,200.0,43.0
1824,5/19/2022,50-59,109353,98687.0,21055.0,730,619.0,111.0
1825,5/19/2022,60-69,73634,66974.0,16713.0,1594,1365.0,229.0
1826,5/19/2022,70-79,36729,33495.0,13602.0,2455,2057.0,398.0
1827,5/19/2022,80+,28244,25024.0,17103.0,5757,4577.0,1180.0
1828,5/20/2022,0-9,72590,66884.0,19283.0,2,2.0,0.0
1830,5/20/2022,20-29,134005,117813.0,28794.0,28,25.0,3.0
1831,5/20/2022,30-39,129083,115426.0,29176.0,109,90.0,19.0
1832,5/20/2022,40-49,110025,98989.0,25423.0,243,200.0,43.0
1833,5/20/2022,50-59,109648,98950.0,21111.0,731,620.0,111.0
1834,5/20/2022,60-69,73920,67204.0,16778.0,1594,1365.0,229.0
1835,5/20/2022,70-79,36897,33636.0,13665.0,2456,2058.0,398.0
1836,5/20/2022,80+,28336,25097.0,17159.0,5759,4578.0,1181.0
1837,5/23/2022,0-9,72900,67182.0,19365.0,2,2.0,0.0
1839,5/23/2022,20-29,134429,118200.0,28885.0,28,25.0,3.0
1840,5/23/2022,30-39,129640,115942.0,29302.0,109,90.0,19.0
1841,5/23/2022,40-49,110528,99452.0,25539.0,243,200.0,43.0
1842,5/23/2022,50-59,110143,99394.0,21207.0,731,620.0,111.0
1843,5/23/2022,60-69,74342,67594.0,16874.0,1594,1365.0,229.0
1844,5/23/2022,70-79,37153,33864.0,13759.0,2456,2058.0,398.0
1845,5/23/2022,80+,28483,25224.0,17248.0,5759,4578.0,1181.0
1846,5/24/2022,0-9,72983,67264.0,19387.0,2,2.0,0.0
1848,5/24/2022,20-29,134554,118316.0,28912.0,28,25.0,3.0
1849,5/24/2022,30-39,129799,116078.0,29338.0,109,90.0,19.0
1850,5/24/2022,40-49,110644,99559.0,25566.0,243,200.0,43.0
1851,5/24/2022,50-59,110298,99534.0,21237.0,731,620.0,111.0
1852,5/24/2022,60-69,74486,67715.0,16907.0,1596,1367.0,229.0
1853,5/24/2022,70-79,37241,33945.0,13792.0,2461,2062.0,399.0
1854,5/24/2022,80+,28550,25276.0,17288.0,5763,4581.0,1182.0
1855,5/25/2022,0-9,73101,67370.0,19419.0,2,2.0,0.0
1857,5/25/2022,20-29,134764,118468.0,28957.0,28,25.0,3.0
1858,5/25/2022,30-39,130032,116270.0,29391.0,109,90.0,19.0
1859,5/25/2022,40-49,110892,99762.0,25623.0,243,200.0,43.0
1860,5/25/2022,50-59,110543,99726.0,21284.0,731,620.0,111.0
1861,5/25/2022,60-69,74717,67901.0,16959.0,1596,1367.0,229.0
1862,5/25/2022,70-79,37360,34038.0,13836.0,2460,2061.0,399.0
1863,5/25/2022,80+,28613,25331.0,17326.0,5763,4581.0,1182.0
1864,5/26/2022,0-9,73268,67523.0,19463.0,2,2.0,0.0
1866,5/26/2022,20-29,134983,118640.0,29004.0,28,25.0,3.0
1867,5/26/2022,30-39,130253,116457.0,29441.0,109,90.0,19.0
1868,5/26/2022,40-49,111100,99927.0,25671.0,243,200.0,43.0
1869,5/26/2022,50-59,110756,99919.0,21325.0,731,620.0,111.0
1870,5/26/2022,60-69,74934,68066.0,17008.0,1596,1367.0,229.0
1871,5/26/2022,70-79,37480,34137.0,13880.0,2463,2064.0,399.0
1872,5/26/2022,80+,28680,25388.0,17367.0,5765,4582.0,1183.0
1873,2/7/2022,0-9,63453,58548.0,16856.0,2,2.0,0.0
1875,2/7/2022,20-29,121138,106423.0,26029.0,25,21.0,4.0
1876,2/7/2022,30-39,115587,103018.0,26126.0,90,72.0,18.0
1877,2/7/2022,40-49,98321,88319.0,22718.0,222,181.0,41.0
1878,2/7/2022,50-59,97416,87900.0,18756.0,653,549.0,104.0
1879,2/7/2022,60-69,63368,57729.0,14383.0,1461,1227.0,234.0
1880,2/7/2022,70-79,31007,28423.0,11483.0,2277,1898.0,379.0
1881,2/7/2022,80+,24813,22167.0,15025.0,5424,4311.0,1113.0
1882,2/8/2022,0-9,63660,58717.0,16911.0,2,2.0,0.0
1884,2/8/2022,20-29,121309,106563.0,26066.0,25,21.0,4.0
1885,2/8/2022,30-39,115809,103224.0,26176.0,90,72.0,18.0
1886,2/8/2022,40-49,98496,88481.0,22759.0,222,181.0,41.0
1887,2/8/2022,50-59,97581,88040.0,18788.0,652,548.0,104.0
1888,2/8/2022,60-69,63504,57853.0,14414.0,1461,1227.0,234.0
1889,2/8/2022,70-79,31087,28494.0,11513.0,2277,1898.0,379.0
1890,2/8/2022,80+,24859,22211.0,15053.0,5424,4311.0,1113.0
1891,2/9/2022,0-9,63829,58849.0,16956.0,2,2.0,0.0
1893,2/9/2022,20-29,121444,106681.0,26095.0,25,21.0,4.0
1894,2/9/2022,30-39,115974,103370.0,26213.0,92,74.0,18.0
1895,2/9/2022,40-49,98631,88603.0,22790.0,225,184.0,41.0
1896,2/9/2022,50-59,97689,88132.0,18809.0,655,551.0,104.0
1897,2/9/2022,60-69,63615,57940.0,14439.0,1473,1238.0,235.0
1898,2/9/2022,70-79,31141,28537.0,11533.0,2291,1912.0,379.0
1899,2/9/2022,80+,24905,22241.0,15081.0,5446,4328.0,1118.0
1900,2/10/2022,0-9,63974,58981.0,16994.0,2,2.0,0.0
1902,2/10/2022,20-29,121571,106789.0,26123.0,25,21.0,4.0
1903,2/10/2022,30-39,116146,103527.0,26252.0,92,74.0,18.0
1904,2/10/2022,40-49,98756,88715.0,22819.0,226,185.0,41.0
1905,2/10/2022,50-59,97793,88222.0,18829.0,656,551.0,105.0
1906,2/10/2022,60-69,63724,58038.0,14464.0,1473,1239.0,234.0
1907,2/10/2022,70-79,31221,28609.0,11562.0,2293,1914.0,379.0
1908,2/10/2022,80+,24948,22277.0,15107.0,5447,4329.0,1118.0
1909,2/11/2022,0-9,64106,59078.0,17029.0,2,2.0,0.0
1911,2/11/2022,20-29,121765,106913.0,26164.0,25,21.0,4.0
1912,2/11/2022,30-39,116352,103681.0,26299.0,92,74.0,18.0
1913,2/11/2022,40-49,98928,88835.0,22859.0,228,186.0,42.0
1914,2/11/2022,50-59,97957,88333.0,18860.0,661,555.0,106.0
1915,2/11/2022,60-69,63827,58113.0,14487.0,1481,1247.0,234.0
1916,2/11/2022,70-79,31268,28649.0,11580.0,2302,1922.0,380.0
1917,2/11/2022,80+,24989,22314.0,15132.0,5464,4343.0,1121.0
1918,2/14/2022,0-9,64341,59280.0,17092.0,2,2.0,0.0
1920,2/14/2022,20-29,122004,107125.0,26216.0,25,21.0,4.0
1921,2/14/2022,30-39,116588,103901.0,26352.0,92,74.0,18.0
1922,2/14/2022,40-49,99106,88996.0,22900.0,228,186.0,42.0
1923,2/14/2022,50-59,98132,88480.0,18894.0,661,555.0,106.0
1924,2/14/2022,60-69,63959,58232.0,14517.0,1481,1247.0,234.0
1925,2/14/2022,70-79,31335,28709.0,11605.0,2302,1922.0,380.0
1926,2/14/2022,80+,25060,22371.0,15175.0,5464,4343.0,1121.0
1927,2/15/2022,0-9,64521,59426.0,17139.0,2,2.0,0.0
1929,2/15/2022,20-29,122161,107258.0,26249.0,25,21.0,4.0
1930,2/15/2022,30-39,116786,104077.0,26397.0,93,75.0,18.0
1931,2/15/2022,40-49,99267,89142.0,22937.0,230,188.0,42.0
1932,2/15/2022,50-59,98280,88616.0,18923.0,671,565.0,106.0
1933,2/15/2022,60-69,64090,58350.0,14547.0,1493,1259.0,234.0
1934,2/15/2022,70-79,31433,28801.0,11641.0,2316,1933.0,383.0
1935,2/15/2022,80+,25135,22436.0,15220.0,5485,4359.0,1126.0
1936,2/16/2022,0-9,64795,59696.0,17212.0,2,2.0,0.0
1938,2/16/2022,20-29,122455,107529.0,26312.0,25,22.0,3.0
1939,2/16/2022,30-39,117021,104303.0,26450.0,93,76.0,17.0
1940,2/16/2022,40-49,99483,89357.0,22987.0,230,188.0,42.0
1941,2/16/2022,50-59,98482,88822.0,18962.0,669,567.0,102.0
1942,2/16/2022,60-69,64270,58556.0,14588.0,1493,1271.0,222.0
1943,2/16/2022,70-79,31542,28918.0,11681.0,2315,1939.0,376.0
1944,2/16/2022,80+,25215,22538.0,15269.0,5486,4375.0,1111.0
1945,3/23/2022,0-9,66634,61221.0,17701.0,2,2.0,0.0
1947,3/23/2022,20-29,125292,109965.0,26922.0,28,25.0,3.0
1948,3/23/2022,30-39,119230,106274.0,26949.0,107,87.0,20.0
1949,3/23/2022,40-49,101409,91054.0,23432.0,239,195.0,44.0
1950,3/23/2022,50-59,100321,90456.0,19316.0,717,606.0,111.0
1951,3/23/2022,60-69,65689,59800.0,14910.0,1562,1340.0,222.0
1952,3/23/2022,70-79,32299,29596.0,11962.0,2407,2021.0,386.0
1953,3/23/2022,80+,25772,22984.0,15606.0,5674,4520.0,1154.0
1954,3/24/2022,0-9,66665,61249.0,17709.0,2,2.0,0.0
1956,3/24/2022,20-29,125366,110020.0,26938.0,27,24.0,3.0
1957,3/24/2022,30-39,119285,106317.0,26962.0,107,87.0,20.0
1958,3/24/2022,40-49,101479,91112.0,23448.0,239,195.0,44.0
1959,3/24/2022,50-59,100378,90503.0,19327.0,718,607.0,111.0
1960,3/24/2022,60-69,65747,59841.0,14923.0,1562,1340.0,222.0
1961,3/24/2022,70-79,32328,29619.0,11972.0,2408,2022.0,386.0
1962,3/24/2022,80+,25784,22991.0,15613.0,5677,4521.0,1156.0
1963,3/25/2022,0-9,66698,61281.0,17718.0,2,2.0,0.0
1965,3/25/2022,20-29,125433,110072.0,26952.0,27,24.0,3.0
1966,3/25/2022,30-39,119364,106387.0,26979.0,109,89.0,20.0
1967,3/25/2022,40-49,101530,91153.0,23460.0,239,195.0,44.0
1968,3/25/2022,50-59,100442,90562.0,19339.0,718,607.0,111.0
1969,3/25/2022,60-69,65792,59878.0,14933.0,1567,1343.0,224.0
1970,3/25/2022,70-79,32349,29643.0,11980.0,2410,2024.0,386.0
1971,3/25/2022,80+,25800,23003.0,15623.0,5683,4524.0,1159.0
1972,3/28/2022,0-9,66778,61354.0,17739.0,2,2.0,0.0
1974,3/28/2022,20-29,125585,110187.0,26985.0,27,24.0,3.0
1975,3/28/2022,30-39,119509,106502.0,27012.0,109,89.0,20.0
1976,3/28/2022,40-49,101693,91290.0,23498.0,239,195.0,44.0
1977,3/28/2022,50-59,100576,90663.0,19365.0,718,607.0,111.0
1978,3/28/2022,60-69,65915,59979.0,14961.0,1567,1343.0,224.0
1979,3/28/2022,70-79,32418,29701.0,12006.0,2410,2024.0,386.0
1980,3/28/2022,80+,25830,23026.0,15641.0,5683,4524.0,1159.0
1981,3/29/2022,0-9,66811,61383.0,17748.0,2,2.0,0.0
1983,3/29/2022,20-29,125629,110228.0,26994.0,27,24.0,3.0
1984,3/29/2022,30-39,119568,106555.0,27025.0,109,89.0,20.0
1985,3/29/2022,40-49,101757,91346.0,23512.0,240,196.0,44.0
1986,3/29/2022,50-59,100621,90702.0,19373.0,721,609.0,112.0
1987,3/29/2022,60-69,65960,60018.0,14971.0,1570,1346.0,224.0
1988,3/29/2022,70-79,32444,29725.0,12015.0,2415,2028.0,387.0
1989,3/29/2022,80+,25839,23035.0,15647.0,5691,4531.0,1160.0
1990,3/30/2022,0-9,66852,61420.0,17759.0,2,2.0,0.0
1992,3/30/2022,20-29,125719,110301.0,27014.0,27,24.0,3.0
1993,3/30/2022,30-39,119650,106631.0,27044.0,109,89.0,20.0
1994,3/30/2022,40-49,101809,91393.0,23524.0,240,196.0,44.0
1995,3/30/2022,50-59,100685,90755.0,19386.0,721,609.0,112.0
1996,3/30/2022,60-69,66013,60064.0,14984.0,1570,1346.0,224.0
1997,3/30/2022,70-79,32471,29748.0,12025.0,2415,2028.0,387.0
1998,3/30/2022,80+,25848,23043.0,15652.0,5691,4531.0,1160.0
1999,3/31/2022,0-9,67009,61574.0,17800.0,2,2.0,0.0
2001,3/31/2022,20-29,125790,110364.0,27029.0,27,24.0,3.0
2002,3/31/2022,30-39,119727,106704.0,27061.0,108,89.0,19.0
2003,2/17/2022,0-9,64850,59709.0,17227.0,2,2.0,0.0
2005,2/17/2022,20-29,122549,107566.0,26333.0,25,22.0,3.0
2006,2/17/2022,30-39,117119,104329.0,26472.0,93,76.0,17.0
2007,2/17/2022,40-49,99559,89371.0,23005.0,230,188.0,42.0
2008,2/17/2022,50-59,98543,88831.0,18973.0,670,568.0,102.0
2009,2/17/2022,60-69,64320,58567.0,14599.0,1495,1273.0,222.0
2010,2/17/2022,70-79,31561,28925.0,11688.0,2317,1941.0,376.0
2011,2/17/2022,80+,25226,22546.0,15275.0,5487,4377.0,1110.0
2012,2/18/2022,0-9,64995,59837.0,17265.0,2,2.0,0.0
2014,2/18/2022,20-29,122858,107853.0,26399.0,25,22.0,3.0
2015,2/18/2022,30-39,117294,104482.0,26511.0,94,77.0,17.0
2016,2/18/2022,40-49,99703,89495.0,23038.0,233,189.0,44.0
2017,2/18/2022,50-59,98659,88938.0,18996.0,673,571.0,102.0
2018,2/18/2022,60-69,64412,58639.0,14620.0,1507,1284.0,223.0
2019,2/18/2022,70-79,31618,28972.0,11710.0,2319,1942.0,377.0
2020,2/18/2022,80+,25270,22581.0,15302.0,5500,4387.0,1113.0
2021,2/21/2022,0-9,65129,59964.0,17301.0,2,2.0,0.0
2023,2/21/2022,20-29,123129,108110.0,26457.0,25,22.0,3.0
2024,2/21/2022,30-39,117483,104664.0,26554.0,94,77.0,17.0
2025,2/21/2022,40-49,99841,89617.0,23070.0,233,189.0,44.0
2026,2/21/2022,50-59,98793,89060.0,19021.0,676,572.0,104.0
2027,2/21/2022,60-69,64522,58734.0,14645.0,1509,1285.0,224.0
2028,2/21/2022,70-79,31686,29036.0,11735.0,2324,1946.0,378.0
2029,2/21/2022,80+,25323,22622.0,15334.0,5507,4393.0,1114.0
2030,2/22/2022,0-9,65173,60002.0,17313.0,2,2.0,0.0
2032,2/22/2022,20-29,123169,108140.0,26466.0,25,22.0,3.0
2033,2/22/2022,30-39,117540,104707.0,26567.0,94,77.0,17.0
2034,2/22/2022,40-49,99894,89661.0,23082.0,233,189.0,44.0
2035,2/22/2022,50-59,98838,89089.0,19030.0,676,572.0,104.0
2036,2/22/2022,60-69,64548,58753.0,14651.0,1509,1285.0,224.0
2037,2/22/2022,70-79,31710,29058.0,11744.0,2324,1946.0,378.0
2038,2/22/2022,80+,25336,22632.0,15342.0,5507,4393.0,1114.0
2039,2/23/2022,0-9,65222,60046.0,17326.0,2,2.0,0.0
2041,2/23/2022,20-29,123285,108246.0,26491.0,25,22.0,3.0
2042,2/23/2022,30-39,117593,104752.0,26579.0,95,78.0,17.0
2043,2/23/2022,40-49,99947,89706.0,23094.0,234,190.0,44.0
2044,2/23/2022,50-59,98882,89127.0,19039.0,680,576.0,104.0
2045,2/23/2022,60-69,64595,58795.0,14662.0,1517,1293.0,224.0
2046,2/23/2022,70-79,31746,29085.0,11757.0,2337,1957.0,380.0
2047,2/23/2022,80+,25383,22652.0,15371.0,5544,4421.0,1123.0
2048,2/24/2022,0-9,65335,60073.0,17356.0,2,2.0,0.0
2050,2/24/2022,20-29,123361,108289.0,26507.0,25,22.0,3.0
2051,2/24/2022,30-39,117630,104777.0,26587.0,95,78.0,17.0
2052,2/24/2022,40-49,99985,89728.0,23103.0,234,190.0,44.0
2053,2/24/2022,50-59,98919,89159.0,19046.0,681,577.0,104.0
2054,2/24/2022,60-69,64622,58818.0,14668.0,1518,1294.0,224.0
2055,2/24/2022,70-79,31765,29103.0,11764.0,2339,1959.0,380.0
2056,2/24/2022,80+,25392,22655.0,15376.0,5545,4421.0,1124.0
2057,2/25/2022,0-9,65373,60104.0,17366.0,2,2.0,0.0
2059,2/25/2022,20-29,123440,108354.0,26524.0,25,22.0,3.0
2060,2/25/2022,30-39,117690,104830.0,26601.0,95,78.0,17.0
2061,2/25/2022,40-49,100040,89772.0,23116.0,234,190.0,44.0
2062,2/25/2022,50-59,98973,89201.0,19056.0,683,577.0,106.0
2063,2/25/2022,60-69,64658,58851.0,14676.0,1521,1297.0,224.0
2064,2/25/2022,70-79,31791,29127.0,11774.0,2344,1964.0,380.0
2065,2/25/2022,80+,25419,22678.0,15392.0,5557,4431.0,1126.0
2066,3/31/2022,40-49,101886,91468.0,23542.0,240,196.0,44.0
2067,3/31/2022,50-59,100766,90833.0,19401.0,721,610.0,111.0
2068,3/31/2022,60-69,66069,60117.0,14996.0,1569,1346.0,223.0
2069,3/31/2022,70-79,32494,29766.0,12034.0,2415,2028.0,387.0
2070,3/31/2022,80+,25867,23060.0,15664.0,5690,4530.0,1160.0
2071,5/27/2022,0-9,73359,67600.0,19487.0,2,2.0,0.0
2073,5/27/2022,20-29,135154,118770.0,29041.0,28,25.0,3.0
2074,5/27/2022,30-39,130422,116603.0,29479.0,109,90.0,19.0
2075,5/27/2022,40-49,111249,100048.0,25706.0,243,200.0,43.0
2076,5/27/2022,50-59,110938,100058.0,21360.0,731,620.0,111.0
2077,5/27/2022,60-69,75077,68187.0,17041.0,1596,1367.0,229.0
2078,5/27/2022,70-79,37557,34192.0,13909.0,2463,2064.0,399.0
2079,5/27/2022,80+,28730,25428.0,17397.0,5765,4582.0,1183.0
2081,6/13/2022,20-29,136758,120092.0,28903.0,28,25.0,3.0
2082,6/13/2022,30-39,132241,118128.0,29349.0,111,92.0,19.0
2083,6/13/2022,40-49,112660,101229.0,26137.0,244,201.0,43.0
2084,6/13/2022,50-59,112758,101565.0,21877.0,732,620.0,112.0
2085,6/13/2022,60-69,76652,69466.0,16906.0,1605,1372.0,233.0
2086,6/13/2022,70-79,38518,34978.0,13654.0,2481,2080.0,401.0
2087,6/13/2022,80+,29262,25853.0,38524.0,5789,4601.0,1188.0
2088,4/1/2022,0-9,67035,61600.0,17807.0,2,2.0,0.0
2090,4/1/2022,20-29,125871,110435.0,27046.0,27,24.0,3.0
2091,4/1/2022,30-39,119820,106788.0,27082.0,108,89.0,19.0
2092,4/1/2022,40-49,101953,91529.0,23558.0,240,196.0,44.0
2093,4/1/2022,50-59,100838,90898.0,19415.0,721,610.0,111.0
2094,4/1/2022,60-69,66123,60164.0,15008.0,1570,1347.0,223.0
